'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,0.220,0.185
1,0.220,0.185
2,0.220,0.185
3,0.220,0.185
4,0.220,0.185
5,0.220,0.185
6,0.220,0.185
7,0.220,0.185
8,0.220,0.185
9,0.190,0.165
10,0.170,0.185
11,0.140,0.195
12,0.145,0.225
13,0.125,0.215
14,0.110,0.190
15,0.070,0.200
16,0.025,0.205
17,0.010,0.220
18,0.005,0.235
19,0.000,0.240
20,-0.030,0.215
21,-0.050,0.205
22,-0.080,0.225
23,-0.080,0.240
24,-0.080,0.255
25,-0.085,0.245
26,-0.110,0.245
27,-0.145,0.230
28,-0.160,0.230
29,-0.140,0.250
30,-0.130,0.260
31,-0.130,0.250
32,-0.140,0.225
33,-0.155,0.220
34,-0.180,0.225
35,-0.175,0.235
36,-0.160,0.245
37,-0.155,0.245
38,-0.170,0.245
39,-0.165,0.225
40,-0.170,0.225
41,-0.160,0.250
42,-0.150,0.260
43,-0.165,0.270
44,-0.170,0.245
45,-0.185,0.230
46,-0.190,0.235
47,-0.165,0.250
48,-0.155,0.260
49,-0.155,0.260
50,-0.155,0.240
51,-0.155,0.245
52,-0.160,0.245
53,-0.145,0.275
54,-0.115,0.295
55,-0.110,0.280
56,-0.110,0.260
57,-0.130,0.250
58,-0.130,0.270
59,-0.125,0.275
60,-0.090,0.290
61,-0.070,0.265
62,-0.070,0.250
63,-0.070,0.250
64,-0.075,0.250
65,-0.070,0.255
66,-0.095,0.250
67,-0.120,0.225
68,-0.130,0.205
69,-0.130,0.220
70,-0.140,0.220
71,-0.130,0.225
72,-0.130,0.225
73,-0.150,0.225
74,-0.155,0.215
75,-0.160,0.205
76,-0.155,0.210
77,-0.130,0.245
78,-0.115,0.250
79,-0.155,0.250
80,-0.175,0.235
81,-0.200,0.220
82,-0.195,0.235
83,-0.175,0.235
84,-0.165,0.230
85,-0.190,0.235
86,-0.200,0.230
87,-0.205,0.210
88,-0.200,0.230
89,-0.180,0.235
90,-0.165,0.235
91,-0.165,0.250
92,-0.175,0.235
93,-0.190,0.225
94,-0.175,0.230
95,-0.175,0.260
96,-0.175,0.265
97,-0.180,0.260
98,-0.185,0.235
99,-0.185,0.220
100,-0.175,0.235
101,-0.180,0.240
102,-0.170,0.250
103,-0.165,0.240
104,-0.175,0.235
105,-0.175,0.235
106,-0.185,0.245
107,-0.180,0.245
108,-0.145,0.255
109,-0.170,0.235
110,-0.190,0.200
111,-0.215,0.205
112,-0.215,0.220
113,-0.200,0.255
114,-0.185,0.265
115,-0.190,0.280
116,-0.190,0.285
117,-0.150,0.270
118,-0.025,0.260
119,0.140,0.220
120,0.315,0.175
121,0.470,0.120
122,0.630,0.060
123,0.720,-0.010
124,0.800,-0.055
125,0.840,-0.120
126,0.800,-0.125
127,0.675,-0.155
128,0.515,-0.165
129,0.260,-0.155
130,-0.080,-0.115
131,-0.415,-0.055
132,-0.650,-0.015
133,-0.785,0.025
134,-0.755,0.065
135,-0.665,0.130
136,-0.555,0.190
137,-0.470,0.235
138,-0.375,0.260
139,-0.315,0.245
140,-0.265,0.235
141,-0.255,0.220
142,-0.225,0.220
143,-0.210,0.230
144,-0.175,0.250
145,-0.170,0.240
146,-0.170,0.220
147,-0.185,0.205
148,-0.185,0.240
149,-0.165,0.245
150,-0.130,0.270
151,-0.140,0.255
152,-0.135,0.215
153,-0.140,0.215
154,-0.155,0.215
155,-0.135,0.240
156,-0.115,0.240
157,-0.090,0.245
158,-0.075,0.240
159,-0.085,0.225
160,-0.085,0.245
161,-0.070,0.250
162,-0.060,0.260
163,-0.055,0.235
164,-0.060,0.220
165,-0.065,0.200
166,-0.060,0.210
167,-0.020,0.215
168,0.025,0.245
