'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.200,0.075
1,-0.200,0.075
2,-0.200,0.075
3,-0.200,0.075
4,-0.200,0.075
5,-0.200,0.075
6,-0.200,0.075
7,-0.200,0.075
8,-0.185,0.075
9,-0.185,0.080
10,-0.190,0.075
11,-0.195,0.060
12,-0.210,0.060
13,-0.210,0.060
14,-0.195,0.065
15,-0.190,0.065
16,-0.180,0.075
17,-0.180,0.080
18,-0.175,0.090
19,-0.165,0.085
20,-0.170,0.085
21,-0.175,0.065
22,-0.185,0.060
23,-0.195,0.065
24,-0.195,0.065
25,-0.225,0.055
26,-0.225,0.060
27,-0.225,0.075
28,-0.210,0.075
29,-0.215,0.085
30,-0.195,0.085
31,-0.205,0.085
32,-0.210,0.080
33,-0.215,0.070
34,-0.225,0.065
35,-0.230,0.065
36,-0.240,0.060
37,-0.245,0.060
38,-0.260,0.055
39,-0.250,0.065
40,-0.240,0.065
41,-0.235,0.085
42,-0.245,0.090
43,-0.245,0.080
44,-0.245,0.080
45,-0.260,0.070
46,-0.255,0.060
47,-0.260,0.060
48,-0.265,0.060
49,-0.260,0.065
50,-0.275,0.065
51,-0.265,0.060
52,-0.265,0.070
53,-0.270,0.080
54,-0.275,0.095
55,-0.265,0.080
56,-0.270,0.085
57,-0.275,0.070
58,-0.275,0.060
59,-0.285,0.060
60,-0.280,0.055
61,-0.285,0.055
62,-0.275,0.065
63,-0.275,0.075
64,-0.270,0.075
65,-0.265,0.095
66,-0.265,0.085
67,-0.265,0.080
68,-0.270,0.065
69,-0.290,0.075
70,-0.275,0.080
71,-0.280,0.070
72,-0.295,0.065
73,-0.285,0.065
74,-0.295,0.070
75,-0.295,0.075
76,-0.285,0.085
77,-0.290,0.085
78,-0.280,0.085
79,-0.270,0.085
80,-0.285,0.075
81,-0.275,0.075
82,-0.280,0.060
83,-0.285,0.055
84,-0.290,0.050
85,-0.295,0.045
86,-0.295,0.055
87,-0.300,0.065
88,-0.290,0.085
89,-0.290,0.075
90,-0.290,0.080
91,-0.275,0.085
92,-0.280,0.085
93,-0.280,0.070
94,-0.285,0.065
95,-0.300,0.070
96,-0.300,0.060
97,-0.305,0.075
98,-0.295,0.070
99,-0.295,0.080
100,-0.290,0.085
101,-0.280,0.090
102,-0.285,0.085
103,-0.280,0.100
104,-0.265,0.105
105,-0.285,0.110
106,-0.285,0.105
107,-0.275,0.105
108,-0.275,0.125
109,-0.270,0.140
110,-0.260,0.155
111,-0.260,0.160
112,-0.230,0.160
113,-0.210,0.170
114,-0.205,0.155
115,-0.200,0.140
116,-0.190,0.135
117,-0.180,0.120
118,-0.185,0.105
119,-0.160,0.095
120,-0.145,0.085
121,-0.135,0.075
122,-0.105,0.080
123,-0.095,0.090
124,-0.100,0.080
125,-0.100,0.080
126,-0.110,0.075
127,-0.125,0.080
128,-0.125,0.060
129,-0.140,0.050
130,-0.155,0.045
131,-0.170,0.045
132,-0.180,0.050
133,-0.200,0.050
134,-0.205,0.055
135,-0.215,0.060
136,-0.235,0.060
137,-0.250,0.065
138,-0.255,0.070
139,-0.275,0.060
140,-0.290,0.055
141,-0.285,0.050
142,-0.300,0.045
143,-0.305,0.030
144,-0.310,0.030
145,-0.315,0.035
146,-0.315,0.030
147,-0.320,0.050
148,-0.310,0.055
149,-0.300,0.065
150,-0.300,0.065
151,-0.300,0.060
152,-0.295,0.060
153,-0.295,0.045
154,-0.295,0.045
155,-0.300,0.040
156,-0.310,0.050
157,-0.320,0.035
158,-0.315,0.050
159,-0.310,0.065
160,-0.305,0.060
161,-0.285,0.065
162,-0.290,0.085
163,-0.285,0.075
164,-0.290,0.095
165,-0.300,0.110
166,-0.315,0.140
167,-0.340,0.175
168,-0.375,0.195
169,-0.430,0.200
170,-0.500,0.195
171,-0.550,0.175
172,-0.545,0.140
173,-0.480,0.090
174,-0.285,0.030
175,-0.005,-0.020
176,0.365,-0.055
177,0.760,-0.085
178,1.120,-0.105
179,1.395,-0.125
180,1.520,-0.115
181,1.430,-0.105
182,1.140,-0.105
183,0.675,-0.070
184,0.175,-0.010
185,-0.195,0.110
186,-0.420,0.265
187,-0.500,0.435
188,-0.485,0.590
189,-0.470,0.720
190,-0.480,0.805
191,-0.565,0.860
192,-0.665,0.895
193,-0.780,0.930
194,-0.915,0.960
195,-1.010,1.000
196,-1.060,1.005
197,-1.090,0.990
198,-1.075,0.930
199,-1.035,0.870
200,-0.995,0.795
201,-0.910,0.695
202,-0.830,0.600
203,-0.750,0.510
204,-0.670,0.405
205,-0.575,0.310
206,-0.505,0.245
207,-0.440,0.195
208,-0.380,0.175
209,-0.350,0.150
210,-0.325,0.140
211,-0.325,0.130
212,-0.310,0.125
213,-0.320,0.105
214,-0.300,0.105
215,-0.305,0.090
216,-0.295,0.070
217,-0.305,0.070
218,-0.300,0.065
219,-0.290,0.060
220,-0.270,0.070
221,-0.250,0.070
222,-0.240,0.060
223,-0.245,0.065
224,-0.250,0.065
225,-0.245,0.050
226,-0.250,0.040
227,-0.245,0.035
228,-0.255,0.040
229,-0.255,0.025
230,-0.255,0.045
231,-0.225,0.045
232,-0.230,0.050
233,-0.220,0.065
234,-0.205,0.050
235,-0.210,0.050
236,-0.210,0.050
237,-0.210,0.035
238,-0.205,0.030
239,-0.215,0.020
240,-0.215,0.035
241,-0.210,0.015
242,-0.205,0.025
243,-0.200,0.040
244,-0.190,0.030
245,-0.180,0.035
246,-0.175,0.050
247,-0.170,0.035
248,-0.175,0.035
249,-0.170,0.025
250,-0.175,0.030
251,-0.175,0.020
252,-0.155,0.010
253,-0.160,0.010
254,-0.155,0.000
255,-0.145,0.005
256,-0.130,0.010
257,-0.115,0.020
258,-0.105,0.020
259,-0.095,0.015
260,-0.080,0.010
261,-0.085,-0.010
262,-0.075,-0.015
263,-0.075,-0.010
264,-0.080,-0.025
265,-0.070,-0.025
266,-0.060,-0.025
267,-0.045,-0.015
268,-0.050,-0.010
269,-0.010,-0.010
270,-0.010,0.000
271,0.005,-0.010
272,0.010,-0.010
273,0.010,-0.020
274,0.015,-0.030
275,0.030,-0.050
276,0.040,-0.055
277,0.040,-0.060
278,0.060,-0.055
279,0.075,-0.045
280,0.095,-0.050
281,0.110,-0.050
282,0.125,-0.050
283,0.150,-0.070
284,0.155,-0.060
285,0.180,-0.075
286,0.170,-0.070
287,0.185,-0.090
288,0.190,-0.085
289,0.210,-0.100
290,0.210,-0.095
291,0.220,-0.090
292,0.235,-0.085
293,0.250,-0.085
294,0.270,-0.090
295,0.280,-0.080
296,0.285,-0.080
297,0.280,-0.090
298,0.295,-0.095
299,0.280,-0.115
300,0.295,-0.115
301,0.290,-0.110
302,0.300,-0.095
303,0.305,-0.085
304,0.320,-0.065
305,0.325,-0.065
306,0.325,-0.065
307,0.325,-0.060
308,0.315,-0.075
309,0.320,-0.070
310,0.305,-0.080
311,0.290,-0.070
312,0.280,-0.070
313,0.255,-0.055
314,0.240,-0.035
315,0.235,-0.015
316,0.210,-0.005
317,0.190,0.010
318,0.185,0.020
319,0.165,0.020
320,0.130,0.035
321,0.115,0.045
322,0.095,0.055
323,0.070,0.045
324,0.045,0.045
325,0.020,0.065
326,0.005,0.075
327,-0.020,0.095
328,-0.025,0.090
329,-0.030,0.105
330,-0.040,0.120
331,-0.055,0.115
332,-0.065,0.125
333,-0.075,0.115
334,-0.095,0.120
335,-0.125,0.115
336,-0.130,0.120
337,-0.145,0.115
338,-0.140,0.130
339,-0.150,0.140
340,-0.150,0.145
341,-0.145,0.145
342,-0.140,0.150
343,-0.145,0.145
344,-0.150,0.155
345,-0.160,0.150
346,-0.165,0.135
347,-0.180,0.135
348,-0.180,0.140
349,-0.180,0.135
350,-0.175,0.140
351,-0.165,0.140
352,-0.170,0.155
353,-0.170,0.155
354,-0.145,0.155
355,-0.155,0.155
356,-0.155,0.155
357,-0.155,0.140
358,-0.180,0.145
359,-0.165,0.130
360,-0.185,0.135
361,-0.190,0.135
362,-0.175,0.150
363,-0.175,0.145
364,-0.160,0.135
365,-0.160,0.150
366,-0.160,0.155
367,-0.160,0.155
368,-0.160,0.150
369,-0.170,0.140
370,-0.175,0.135
371,-0.185,0.115
372,-0.190,0.105
373,-0.190,0.110
374,-0.190,0.125
375,-0.175,0.140
376,-0.185,0.135
377,-0.170,0.135
378,-0.160,0.145
379,-0.160,0.135
380,-0.175,0.150
381,-0.175,0.130
382,-0.180,0.140
383,-0.195,0.130
384,-0.200,0.115
385,-0.210,0.125
386,-0.220,0.115
387,-0.215,0.125
388,-0.210,0.135
389,-0.210,0.135
390,-0.210,0.125
391,-0.215,0.130
392,-0.215,0.145
393,-0.210,0.130
394,-0.220,0.115
395,-0.225,0.110
396,-0.225,0.105
397,-0.230,0.110
398,-0.225,0.115
399,-0.230,0.120
400,-0.235,0.120
401,-0.220,0.135
402,-0.205,0.140
403,-0.220,0.135
404,-0.220,0.125
405,-0.215,0.120
406,-0.220,0.115
407,-0.230,0.090
408,-0.240,0.095
409,-0.245,0.100
410,-0.235,0.105
411,-0.225,0.110
412,-0.230,0.120
413,-0.220,0.110
414,-0.210,0.120
415,-0.210,0.115
416,-0.225,0.120
417,-0.235,0.110
418,-0.230,0.105
419,-0.225,0.090
420,-0.245,0.090
421,-0.250,0.095
422,-0.235,0.105
423,-0.230,0.105
424,-0.230,0.120
425,-0.225,0.110
426,-0.225,0.115
427,-0.220,0.115
428,-0.220,0.115
429,-0.220,0.120
430,-0.240,0.110
431,-0.230,0.100
432,-0.240,0.095
433,-0.240,0.095
434,-0.240,0.095
435,-0.235,0.115
436,-0.230,0.115
437,-0.215,0.115
438,-0.210,0.105
439,-0.205,0.115
440,-0.210,0.115
441,-0.210,0.110
442,-0.215,0.105
443,-0.215,0.105
444,-0.230,0.090
445,-0.230,0.110
446,-0.235,0.100
447,-0.230,0.125
448,-0.220,0.125
449,-0.220,0.155
450,-0.210,0.165
451,-0.205,0.160
452,-0.210,0.175
453,-0.200,0.170
454,-0.200,0.170
455,-0.190,0.175
456,-0.190,0.175
457,-0.190,0.175
458,-0.180,0.185
459,-0.180,0.185
460,-0.165,0.180
461,-0.150,0.175
462,-0.135,0.170
463,-0.140,0.170
464,-0.105,0.150
465,-0.100,0.135
466,-0.080,0.135
467,-0.070,0.125
468,-0.045,0.100
469,-0.050,0.110
470,-0.045,0.095
471,-0.055,0.095
472,-0.070,0.105
473,-0.070,0.105
474,-0.085,0.115
475,-0.095,0.095
476,-0.095,0.100
477,-0.105,0.105
478,-0.100,0.100
479,-0.100,0.105
480,-0.140,0.110
481,-0.150,0.095
482,-0.170,0.085
483,-0.190,0.090
484,-0.190,0.095
485,-0.215,0.100
486,-0.215,0.095
487,-0.220,0.090
488,-0.240,0.095
489,-0.240,0.090
490,-0.245,0.080
491,-0.255,0.070
492,-0.260,0.075
493,-0.270,0.075
494,-0.260,0.095
495,-0.265,0.085
496,-0.270,0.090
497,-0.275,0.120
498,-0.275,0.115
499,-0.270,0.105
500,-0.270,0.095
501,-0.280,0.095
502,-0.275,0.080
503,-0.280,0.075
504,-0.275,0.080
505,-0.270,0.095
506,-0.260,0.095
507,-0.255,0.110
508,-0.255,0.110
509,-0.245,0.120
510,-0.250,0.125
511,-0.245,0.125
512,-0.250,0.140
513,-0.255,0.145
514,-0.270,0.170
515,-0.305,0.205
516,-0.335,0.220
517,-0.385,0.235
518,-0.460,0.215
519,-0.500,0.205
520,-0.495,0.145
521,-0.380,0.075
522,-0.145,0.015
523,0.215,-0.040
524,0.630,-0.075
525,1.050,-0.105
526,1.395,-0.100
527,1.585,-0.075
528,1.540,-0.060
529,1.215,-0.050
530,0.685,-0.015
531,0.140,0.065
532,-0.295,0.190
533,-0.520,0.355
534,-0.590,0.535
535,-0.565,0.690
536,-0.530,0.815
537,-0.530,0.880
538,-0.585,0.920
539,-0.665,0.945
540,-0.795,0.960
541,-0.925,0.990
542,-1.025,1.000
543,-1.065,0.990
544,-1.060,0.970
545,-1.015,0.925
546,-0.930,0.860
547,-0.845,0.775
548,-0.760,0.675
549,-0.665,0.560
550,-0.590,0.425
551,-0.500,0.315
552,-0.435,0.240
553,-0.385,0.175
554,-0.345,0.140
555,-0.310,0.135
556,-0.285,0.130
557,-0.265,0.125
558,-0.240,0.120
559,-0.230,0.115
560,-0.235,0.100
561,-0.225,0.085
562,-0.215,0.075
563,-0.220,0.060
564,-0.225,0.045
565,-0.225,0.050
566,-0.210,0.040
567,-0.215,0.060
568,-0.190,0.050
569,-0.185,0.050
570,-0.175,0.060
571,-0.170,0.055
572,-0.175,0.055
573,-0.175,0.045
574,-0.170,0.030
575,-0.185,0.020
576,-0.185,0.025
577,-0.195,0.030
578,-0.190,0.025
579,-0.190,0.035
580,-0.170,0.030
581,-0.165,0.040
582,-0.150,0.040
583,-0.160,0.035
584,-0.150,0.040
585,-0.140,0.025
586,-0.160,0.025
587,-0.160,0.010
588,-0.155,0.000
589,-0.150,-0.015
590,-0.160,0.000
591,-0.150,-0.005
592,-0.125,0.005
593,-0.120,0.020
594,-0.105,0.025
595,-0.085,0.025
596,-0.085,0.005
597,-0.070,0.000
598,-0.080,-0.010
599,-0.085,-0.010
600,-0.085,-0.020
601,-0.105,-0.010
602,-0.085,-0.005
603,-0.080,-0.020
604,-0.060,-0.005
605,-0.045,-0.015
606,-0.030,0.000
607,-0.015,0.000
608,-0.020,-0.010
609,-0.010,-0.005
610,-0.025,-0.020
611,-0.020,-0.045
612,-0.025,-0.055
613,-0.005,-0.045
614,0.000,-0.055
615,0.020,-0.040
616,0.030,-0.045
617,0.045,-0.040
618,0.055,-0.025
619,0.070,-0.030
620,0.090,-0.040
621,0.095,-0.055
622,0.095,-0.075
623,0.110,-0.090
624,0.120,-0.070
625,0.130,-0.090
626,0.135,-0.080
627,0.150,-0.075
628,0.160,-0.080
629,0.175,-0.090
630,0.205,-0.090
631,0.220,-0.090
632,0.230,-0.100
633,0.240,-0.120
634,0.240,-0.120
635,0.240,-0.120
636,0.245,-0.120
637,0.245,-0.130
638,0.245,-0.115
639,0.270,-0.120
640,0.300,-0.110
641,0.300,-0.120
642,0.305,-0.115
643,0.315,-0.120
644,0.310,-0.120
645,0.320,-0.135
646,0.320,-0.140
647,0.330,-0.140
648,0.330,-0.150
649,0.335,-0.145
650,0.340,-0.130
651,0.335,-0.120
652,0.345,-0.115
653,0.355,-0.110
654,0.355,-0.105
655,0.345,-0.095
656,0.345,-0.095
657,0.340,-0.100
658,0.315,-0.090
659,0.300,-0.110
660,0.265,-0.105
661,0.245,-0.095
662,0.235,-0.080
663,0.215,-0.060
664,0.195,-0.040
665,0.200,-0.035
666,0.190,-0.020
667,0.170,-0.010
668,0.155,-0.005
669,0.120,0.005
670,0.100,0.005
671,0.065,0.010
672,0.040,0.010
673,0.010,0.020
674,-0.010,0.040
675,-0.015,0.055
676,-0.020,0.060
677,-0.035,0.070
678,-0.030,0.090
679,-0.040,0.090
680,-0.080,0.080
681,-0.080,0.090
682,-0.110,0.085
683,-0.130,0.080
684,-0.145,0.085
685,-0.165,0.100
686,-0.155,0.100
687,-0.155,0.120
688,-0.145,0.145
689,-0.165,0.120
690,-0.160,0.130
691,-0.160,0.125
692,-0.155,0.130
693,-0.155,0.120
694,-0.175,0.115
695,-0.175,0.120
696,-0.175,0.110
697,-0.180,0.110
698,-0.175,0.120
699,-0.180,0.140
700,-0.185,0.135
701,-0.180,0.150
702,-0.160,0.145
703,-0.160,0.140
704,-0.160,0.135
705,-0.165,0.125
706,-0.160,0.120
707,-0.190,0.115
708,-0.185,0.125
709,-0.185,0.110
710,-0.175,0.120
711,-0.165,0.125
712,-0.160,0.135
713,-0.150,0.135
714,-0.145,0.140
715,-0.160,0.130
716,-0.160,0.130
717,-0.160,0.130
718,-0.165,0.110
719,-0.180,0.100
720,-0.170,0.095
721,-0.175,0.115
722,-0.190,0.095
723,-0.185,0.110
724,-0.195,0.110
725,-0.195,0.110
726,-0.185,0.115
727,-0.185,0.115
728,-0.165,0.100
729,-0.160,0.105
730,-0.150,0.095
731,-0.165,0.100
732,-0.180,0.095
733,-0.205,0.085
734,-0.210,0.085
735,-0.200,0.095
736,-0.200,0.105
737,-0.190,0.115
738,-0.165,0.120
739,-0.170,0.120
740,-0.170,0.120
741,-0.180,0.115
742,-0.205,0.090
743,-0.220,0.090
744,-0.225,0.085
745,-0.240,0.090
746,-0.210,0.080
747,-0.205,0.100
748,-0.195,0.100
749,-0.200,0.105
750,-0.195,0.110
751,-0.205,0.115
752,-0.210,0.105
753,-0.225,0.085
754,-0.225,0.085
755,-0.220,0.070
756,-0.230,0.080
757,-0.220,0.080
758,-0.205,0.085
759,-0.200,0.085
760,-0.190,0.085
761,-0.205,0.100
762,-0.215,0.100
763,-0.210,0.095
764,-0.215,0.100
765,-0.230,0.095
766,-0.225,0.095
767,-0.225,0.085
768,-0.220,0.075
769,-0.215,0.085
770,-0.215,0.095
771,-0.225,0.100
772,-0.220,0.100
773,-0.210,0.115
774,-0.215,0.130
775,-0.215,0.135
776,-0.210,0.155
777,-0.210,0.145
778,-0.215,0.160
779,-0.215,0.150
780,-0.210,0.150
781,-0.195,0.140
782,-0.190,0.145
783,-0.155,0.145
784,-0.130,0.140
785,-0.125,0.145
786,-0.105,0.145
787,-0.105,0.145
788,-0.120,0.140
789,-0.105,0.125
790,-0.115,0.120
791,-0.085,0.110
792,-0.055,0.095
793,-0.035,0.095
794,-0.030,0.095
795,-0.035,0.100
796,-0.025,0.100
797,-0.040,0.095
798,-0.050,0.085
799,-0.055,0.090
800,-0.075,0.080
801,-0.090,0.075
802,-0.100,0.085
803,-0.135,0.075
804,-0.130,0.070
805,-0.165,0.070
806,-0.175,0.070
807,-0.190,0.075
808,-0.210,0.065
809,-0.235,0.070
810,-0.235,0.075
811,-0.255,0.080
812,-0.245,0.080
