'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.245,0.210
1,-0.245,0.210
2,-0.245,0.210
3,-0.245,0.210
4,-0.245,0.210
5,-0.245,0.210
6,-0.245,0.210
7,-0.245,0.210
8,-0.240,0.210
9,-0.235,0.215
10,-0.195,0.205
11,-0.180,0.215
12,-0.155,0.215
13,-0.135,0.210
14,-0.125,0.205
15,-0.140,0.215
16,-0.165,0.205
17,-0.170,0.200
18,-0.185,0.200
19,-0.195,0.185
20,-0.195,0.185
21,-0.190,0.190
22,-0.170,0.195
23,-0.165,0.200
24,-0.165,0.210
25,-0.170,0.220
26,-0.165,0.240
27,-0.175,0.230
28,-0.180,0.225
29,-0.195,0.220
30,-0.195,0.215
31,-0.195,0.215
32,-0.215,0.205
33,-0.215,0.210
34,-0.200,0.215
35,-0.185,0.220
36,-0.175,0.215
37,-0.175,0.230
38,-0.175,0.230
39,-0.190,0.235
40,-0.200,0.215
41,-0.205,0.220
42,-0.200,0.215
43,-0.200,0.205
44,-0.185,0.205
45,-0.200,0.195
46,-0.200,0.200
47,-0.200,0.220
48,-0.190,0.215
49,-0.160,0.225
50,-0.145,0.220
51,-0.140,0.215
52,-0.160,0.215
53,-0.175,0.205
54,-0.205,0.220
55,-0.225,0.230
56,-0.255,0.215
57,-0.260,0.220
58,-0.230,0.215
59,-0.185,0.215
60,-0.165,0.200
61,-0.160,0.235
62,-0.170,0.240
63,-0.200,0.240
64,-0.220,0.250
65,-0.215,0.235
66,-0.215,0.235
67,-0.215,0.210
68,-0.190,0.195
69,-0.190,0.200
70,-0.190,0.205
71,-0.195,0.210
72,-0.195,0.220
73,-0.195,0.230
74,-0.190,0.215
75,-0.190,0.240
76,-0.185,0.230
77,-0.185,0.210
78,-0.180,0.205
79,-0.170,0.210
80,-0.185,0.215
81,-0.200,0.230
82,-0.215,0.235
83,-0.210,0.235
84,-0.185,0.225
85,-0.150,0.220
86,-0.145,0.235
87,-0.170,0.240
88,-0.200,0.250
89,-0.225,0.240
90,-0.240,0.250
91,-0.225,0.215
92,-0.205,0.210
93,-0.200,0.200
94,-0.195,0.205
95,-0.195,0.225
96,-0.205,0.220
97,-0.205,0.250
98,-0.205,0.245
99,-0.210,0.235
100,-0.210,0.220
101,-0.190,0.200
102,-0.175,0.190
103,-0.175,0.190
104,-0.175,0.180
105,-0.175,0.185
106,-0.180,0.180
