'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.310,0.195
1,-0.310,0.195
2,-0.310,0.195
3,-0.310,0.195
4,-0.310,0.195
5,-0.310,0.195
6,-0.310,0.195
7,-0.310,0.195
8,-0.290,0.195
9,-0.285,0.175
10,-0.295,0.175
11,-0.315,0.170
12,-0.305,0.170
13,-0.300,0.185
14,-0.280,0.185
15,-0.275,0.175
16,-0.275,0.170
17,-0.270,0.170
18,-0.260,0.195
19,-0.240,0.210
20,-0.225,0.205
21,-0.215,0.205
22,-0.205,0.160
23,-0.220,0.120
24,-0.205,0.115
25,-0.170,0.120
26,-0.150,0.145
27,-0.155,0.145
28,-0.140,0.145
29,-0.130,0.125
30,-0.115,0.120
31,-0.075,0.140
32,-0.050,0.135
33,-0.060,0.130
34,-0.050,0.130
35,-0.040,0.125
36,-0.015,0.145
37,0.005,0.145
38,0.030,0.150
39,0.045,0.125
40,0.070,0.110
41,0.080,0.120
42,0.105,0.145
43,0.130,0.170
44,0.185,0.170
45,0.225,0.165
46,0.255,0.155
47,0.270,0.130
48,0.305,0.120
49,0.345,0.120
50,0.400,0.115
51,0.430,0.105
52,0.460,0.080
53,0.460,0.065
54,0.475,0.085
55,0.520,0.090
56,0.555,0.110
57,0.585,0.100
58,0.575,0.095
59,0.575,0.095
60,0.565,0.105
61,0.570,0.125
62,0.560,0.115
63,0.550,0.120
64,0.530,0.115
65,0.485,0.125
66,0.480,0.140
67,0.465,0.155
68,0.460,0.150
69,0.420,0.110
70,0.385,0.105
71,0.355,0.085
72,0.305,0.080
73,0.285,0.100
74,0.255,0.100
75,0.210,0.115
76,0.165,0.115
77,0.120,0.130
78,0.105,0.150
79,0.085,0.170
80,0.075,0.160
81,0.040,0.135
82,0.005,0.115
83,-0.040,0.100
84,-0.045,0.090
85,-0.055,0.100
86,-0.040,0.105
87,-0.070,0.105
88,-0.100,0.105
89,-0.125,0.115
90,-0.135,0.150
91,-0.140,0.175
92,-0.155,0.145
93,-0.190,0.120
94,-0.190,0.095
95,-0.195,0.100
96,-0.205,0.135
97,-0.200,0.145
98,-0.215,0.165
99,-0.250,0.150
100,-0.285,0.120
101,-0.295,0.105
102,-0.290,0.115
103,-0.285,0.140
104,-0.265,0.145
105,-0.270,0.135
106,-0.285,0.120
107,-0.330,0.130
108,-0.350,0.135
109,-0.350,0.165
110,-0.310,0.170
111,-0.300,0.170
112,-0.305,0.165
113,-0.330,0.150
114,-0.350,0.145
115,-0.340,0.140
116,-0.335,0.130
117,-0.335,0.110
118,-0.330,0.100
119,-0.340,0.115
120,-0.345,0.120
121,-0.335,0.150
122,-0.335,0.170
123,-0.330,0.200
124,-0.325,0.190
125,-0.340,0.175
126,-0.340,0.165
127,-0.335,0.170
128,-0.315,0.165
129,-0.310,0.150
130,-0.315,0.105
131,-0.330,0.110
132,-0.320,0.110
133,-0.315,0.125
134,-0.280,0.120
135,-0.275,0.110
136,-0.280,0.095
137,-0.280,0.115
138,-0.275,0.155
139,-0.250,0.195
140,-0.230,0.180
141,-0.230,0.150
142,-0.245,0.115
143,-0.260,0.085
144,-0.250,0.095
145,-0.235,0.105
146,-0.215,0.125
147,-0.210,0.100
148,-0.250,0.105
149,-0.285,0.110
150,-0.280,0.135
151,-0.245,0.160
152,-0.235,0.145
153,-0.235,0.125
154,-0.260,0.080
155,-0.255,0.075
156,-0.260,0.100
157,-0.245,0.125
158,-0.215,0.125
159,-0.230,0.130
160,-0.245,0.125
161,-0.275,0.130
162,-0.295,0.145
163,-0.280,0.160
164,-0.255,0.145
165,-0.250,0.135
166,-0.265,0.110
167,-0.300,0.100
168,-0.290,0.115
169,-0.290,0.135
170,-0.260,0.145
171,-0.265,0.110
172,-0.275,0.100
173,-0.280,0.095
174,-0.285,0.090
175,-0.265,0.115
176,-0.240,0.125
177,-0.265,0.140
178,-0.295,0.140
179,-0.330,0.130
180,-0.340,0.130
181,-0.295,0.115
182,-0.285,0.105
183,-0.295,0.120
184,-0.330,0.095
185,-0.345,0.105
186,-0.345,0.120
187,-0.320,0.120
188,-0.310,0.105
189,-0.335,0.085
190,-0.340,0.075
191,-0.350,0.080
192,-0.340,0.115
193,-0.350,0.155
194,-0.315,0.160
195,-0.335,0.160
196,-0.345,0.130
197,-0.325,0.095
198,-0.320,0.070
199,-0.300,0.095
200,-0.305,0.105
201,-0.305,0.105
202,-0.325,0.090
203,-0.355,0.080
204,-0.370,0.100
205,-0.350,0.105
206,-0.345,0.120
207,-0.325,0.115
208,-0.355,0.100
209,-0.365,0.090
210,-0.355,0.105
211,-0.365,0.120
212,-0.350,0.140
213,-0.345,0.130
214,-0.340,0.120
215,-0.355,0.110
216,-0.350,0.100
217,-0.340,0.085
218,-0.345,0.095
219,-0.345,0.090
220,-0.360,0.090
221,-0.360,0.090
222,-0.355,0.090
223,-0.340,0.095
224,-0.330,0.100
225,-0.340,0.090
226,-0.350,0.085
227,-0.370,0.065
228,-0.360,0.100
229,-0.345,0.105
230,-0.360,0.110
231,-0.370,0.115
232,-0.370,0.110
233,-0.370,0.105
234,-0.375,0.110
235,-0.360,0.125
236,-0.355,0.115
237,-0.355,0.110
238,-0.365,0.090
239,-0.390,0.095
240,-0.390,0.095
241,-0.380,0.120
242,-0.365,0.125
243,-0.385,0.110
244,-0.380,0.105
245,-0.375,0.100
246,-0.375,0.090
247,-0.355,0.090
248,-0.340,0.100
249,-0.335,0.080
250,-0.335,0.060
251,-0.350,0.050
252,-0.365,0.060
253,-0.375,0.090
254,-0.365,0.095
255,-0.370,0.100
256,-0.375,0.095
257,-0.395,0.105
258,-0.400,0.120
259,-0.380,0.135
260,-0.350,0.125
261,-0.345,0.105
262,-0.345,0.075
263,-0.350,0.065
264,-0.360,0.085
265,-0.355,0.110
266,-0.345,0.115
267,-0.365,0.110
268,-0.395,0.075
269,-0.400,0.050
270,-0.395,0.050
271,-0.350,0.065
272,-0.325,0.070
273,-0.335,0.075
274,-0.350,0.075
275,-0.385,0.090
276,-0.370,0.110
277,-0.360,0.135
278,-0.345,0.145
279,-0.330,0.120
280,-0.335,0.090
281,-0.340,0.055
282,-0.360,0.065
283,-0.340,0.065
284,-0.335,0.060
285,-0.345,0.075
286,-0.390,0.090
287,-0.400,0.075
288,-0.395,0.080
289,-0.360,0.075
290,-0.345,0.095
291,-0.345,0.090
292,-0.345,0.090
293,-0.340,0.100
294,-0.350,0.120
295,-0.315,0.120
296,-0.290,0.090
297,-0.300,0.070
298,-0.320,0.055
299,-0.325,0.060
300,-0.305,0.070
301,-0.310,0.100
302,-0.280,0.110
303,-0.265,0.140
304,-0.245,0.175
305,-0.235,0.175
306,-0.185,0.160
307,-0.100,0.125
308,-0.005,0.060
309,0.035,0.010
310,0.010,-0.015
311,-0.030,0.000
312,-0.070,0.040
313,-0.090,0.075
314,-0.100,0.095
315,-0.115,0.090
316,-0.135,0.065
317,-0.160,0.060
318,-0.185,0.065
319,-0.180,0.065
320,-0.185,0.075
321,-0.225,0.070
322,-0.235,0.040
323,-0.260,0.035
324,-0.290,0.040
325,-0.305,0.060
326,-0.315,0.085
327,-0.360,0.085
328,-0.385,0.090
329,-0.385,0.080
330,-0.380,0.095
331,-0.355,0.110
332,-0.335,0.105
333,-0.320,0.090
334,-0.320,0.065
335,-0.335,0.045
336,-0.330,0.040
337,-0.335,0.070
338,-0.330,0.075
339,-0.340,0.045
340,-0.370,0.040
341,-0.425,0.005
342,-0.465,0.025
343,-0.460,0.055
344,-0.320,0.090
345,-0.035,0.075
346,0.400,0.035
347,0.895,0.015
348,1.335,0.035
349,1.685,0.100
350,1.900,0.165
351,2.010,0.200
352,1.980,0.215
353,1.815,0.195
354,1.470,0.160
355,0.940,0.100
356,0.300,0.080
357,-0.340,0.050
358,-0.765,-0.010
359,-0.725,-0.075
360,-0.550,-0.115
361,-0.450,-0.145
362,-0.445,-0.140
363,-0.460,-0.105
364,-0.455,-0.075
365,-0.435,-0.040
366,-0.415,0.000
367,-0.390,0.030
368,-0.395,0.050
369,-0.415,0.045
370,-0.435,0.050
371,-0.450,0.060
372,-0.440,0.075
373,-0.415,0.080
374,-0.405,0.070
375,-0.415,0.050
376,-0.425,0.035
377,-0.430,0.045
378,-0.430,0.055
379,-0.435,0.070
380,-0.425,0.080
381,-0.420,0.080
382,-0.420,0.065
383,-0.415,0.085
384,-0.410,0.085
385,-0.410,0.090
386,-0.390,0.090
387,-0.390,0.080
388,-0.415,0.075
389,-0.430,0.080
390,-0.455,0.095
391,-0.410,0.120
392,-0.385,0.145
393,-0.380,0.160
394,-0.390,0.150
395,-0.385,0.120
396,-0.380,0.075
397,-0.385,0.035
398,-0.355,0.040
399,-0.355,0.050
400,-0.350,0.035
401,-0.350,0.050
402,-0.360,0.055
403,-0.345,0.070
404,-0.315,0.075
405,-0.290,0.065
406,-0.290,0.050
407,-0.320,0.050
408,-0.300,0.085
409,-0.275,0.110
410,-0.255,0.110
411,-0.245,0.110
412,-0.255,0.090
413,-0.250,0.075
414,-0.225,0.085
415,-0.215,0.100
416,-0.220,0.095
417,-0.190,0.085
418,-0.160,0.050
419,-0.115,0.035
420,-0.075,0.030
421,-0.070,0.055
422,-0.085,0.065
423,-0.095,0.075
424,-0.095,0.070
425,-0.070,0.055
426,-0.020,0.065
427,0.010,0.070
428,0.035,0.060
429,0.015,0.055
430,0.015,0.050
431,0.040,0.060
432,0.100,0.065
433,0.145,0.070
434,0.195,0.070
435,0.235,0.060
436,0.250,0.025
437,0.270,0.045
438,0.300,0.055
439,0.355,0.070
440,0.420,0.070
441,0.465,0.035
442,0.495,0.000
443,0.515,-0.015
444,0.525,0.015
445,0.555,0.035
446,0.600,0.035
447,0.640,0.040
448,0.650,0.005
449,0.625,0.005
450,0.615,0.020
451,0.605,0.045
452,0.645,0.050
453,0.640,0.065
454,0.600,0.080
455,0.535,0.120
456,0.525,0.165
457,0.550,0.175
458,0.565,0.135
459,0.540,0.080
460,0.520,0.000
461,0.490,-0.055
462,0.450,-0.060
463,0.415,-0.030
464,0.365,0.000
465,0.295,0.030
466,0.260,0.030
467,0.245,0.030
468,0.215,0.035
469,0.165,0.075
470,0.150,0.075
471,0.115,0.080
472,0.085,0.050
473,0.060,0.050
474,0.025,0.070
475,0.030,0.125
476,0.030,0.125
477,0.000,0.115
478,-0.040,0.100
479,-0.060,0.065
480,-0.095,0.055
481,-0.075,0.050
482,-0.070,0.030
483,-0.075,0.005
484,-0.105,-0.015
485,-0.130,-0.030
486,-0.140,0.005
487,-0.150,0.040
488,-0.135,0.070
489,-0.170,0.055
490,-0.195,0.040
491,-0.210,0.050
492,-0.210,0.055
493,-0.195,0.055
494,-0.210,0.055
495,-0.210,0.055
496,-0.225,0.065
497,-0.245,0.095
498,-0.260,0.125
499,-0.250,0.120
500,-0.240,0.105
501,-0.240,0.055
502,-0.245,0.035
503,-0.250,0.050
504,-0.255,0.075
505,-0.250,0.095
506,-0.230,0.095
507,-0.225,0.060
508,-0.225,0.030
509,-0.205,0.010
510,-0.200,0.010
511,-0.215,0.030
512,-0.250,0.060
513,-0.285,0.070
514,-0.275,0.065
515,-0.255,0.045
516,-0.245,0.045
517,-0.220,0.065
518,-0.210,0.090
519,-0.235,0.085
520,-0.260,0.070
521,-0.265,0.070
522,-0.260,0.080
523,-0.230,0.105
524,-0.185,0.100
525,-0.160,0.065
526,-0.190,0.065
527,-0.190,0.060
528,-0.175,0.065
529,-0.160,0.065
530,-0.145,0.070
531,-0.145,0.075
532,-0.155,0.085
533,-0.160,0.070
