'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.430,-0.540
1,-0.430,-0.540
2,-0.430,-0.540
3,-0.430,-0.540
4,-0.430,-0.540
5,-0.430,-0.540
6,-0.430,-0.540
7,-0.430,-0.540
8,-0.450,-0.550
9,-0.460,-0.535
10,-0.465,-0.525
11,-0.460,-0.530
12,-0.460,-0.505
13,-0.445,-0.510
14,-0.445,-0.510
15,-0.455,-0.505
16,-0.470,-0.515
17,-0.470,-0.520
18,-0.465,-0.540
19,-0.475,-0.530
20,-0.480,-0.535
21,-0.480,-0.520
22,-0.470,-0.525
23,-0.465,-0.520
24,-0.470,-0.515
25,-0.460,-0.515
26,-0.445,-0.510
27,-0.455,-0.510
28,-0.465,-0.515
29,-0.460,-0.520
30,-0.470,-0.545
31,-0.465,-0.540
32,-0.475,-0.535
33,-0.480,-0.530
34,-0.460,-0.535
35,-0.450,-0.515
36,-0.445,-0.515
37,-0.440,-0.510
38,-0.435,-0.515
39,-0.430,-0.525
40,-0.440,-0.535
41,-0.445,-0.540
42,-0.450,-0.545
43,-0.440,-0.550
44,-0.445,-0.550
45,-0.465,-0.540
46,-0.445,-0.535
47,-0.435,-0.540
48,-0.430,-0.515
49,-0.430,-0.515
50,-0.425,-0.525
51,-0.425,-0.525
52,-0.425,-0.535
53,-0.420,-0.550
54,-0.440,-0.545
55,-0.450,-0.560
56,-0.440,-0.550
57,-0.440,-0.555
58,-0.435,-0.550
59,-0.420,-0.545
60,-0.415,-0.540
61,-0.415,-0.535
62,-0.410,-0.535
63,-0.400,-0.550
64,-0.405,-0.550
65,-0.415,-0.565
66,-0.415,-0.560
67,-0.425,-0.565
68,-0.425,-0.565
69,-0.425,-0.570
70,-0.410,-0.565
71,-0.410,-0.550
72,-0.400,-0.550
73,-0.390,-0.545
74,-0.390,-0.555
75,-0.395,-0.560
76,-0.395,-0.570
77,-0.395,-0.575
78,-0.405,-0.585
79,-0.410,-0.585
80,-0.405,-0.595
81,-0.405,-0.580
82,-0.400,-0.575
83,-0.395,-0.580
84,-0.385,-0.570
85,-0.370,-0.565
86,-0.365,-0.575
87,-0.355,-0.575
88,-0.365,-0.595
89,-0.355,-0.595
90,-0.355,-0.615
91,-0.360,-0.605
92,-0.360,-0.615
93,-0.360,-0.615
94,-0.345,-0.605
95,-0.330,-0.595
96,-0.325,-0.590
97,-0.310,-0.590
98,-0.310,-0.600
99,-0.300,-0.590
