'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.035,0.035
1,-0.035,0.035
2,-0.035,0.035
3,-0.035,0.035
4,-0.035,0.035
5,-0.035,0.035
6,-0.035,0.035
7,-0.035,0.035
8,-0.035,0.035
9,-0.035,0.060
10,-0.020,0.085
11,-0.040,0.070
12,-0.065,0.045
13,-0.080,0.010
14,-0.100,0.010
15,-0.090,0.015
16,-0.080,0.005
17,-0.105,0.000
18,-0.095,-0.025
19,-0.125,-0.055
20,-0.135,-0.045
21,-0.125,-0.040
22,-0.115,-0.025
23,-0.105,-0.025
24,-0.120,-0.025
25,-0.130,-0.030
26,-0.125,-0.010
27,-0.120,-0.010
28,-0.105,0.005
29,-0.100,0.000
30,-0.115,-0.005
31,-0.125,-0.025
32,-0.130,-0.005
33,-0.130,0.005
34,-0.115,0.015
35,-0.115,0.020
36,-0.110,0.000
37,-0.125,0.005
38,-0.130,0.015
39,-0.120,0.035
40,-0.105,0.035
41,-0.105,0.040
42,-0.090,0.015
43,-0.125,0.015
44,-0.135,0.025
45,-0.120,0.030
46,-0.100,0.050
47,-0.110,0.035
48,-0.115,0.035
49,-0.120,0.025
50,-0.115,0.040
51,-0.110,0.050
52,-0.090,0.055
53,-0.085,0.050
54,-0.095,0.040
55,-0.120,0.045
56,-0.125,0.040
57,-0.120,0.040
58,-0.110,0.060
59,-0.100,0.045
60,-0.115,0.030
61,-0.135,0.020
62,-0.135,0.025
63,-0.140,0.050
64,-0.110,0.055
65,-0.130,0.050
66,-0.135,0.030
67,-0.150,0.000
68,-0.140,0.010
69,-0.135,0.020
70,-0.130,0.035
71,-0.140,0.025
72,-0.135,0.025
73,-0.145,0.010
74,-0.145,0.015
75,-0.135,0.035
76,-0.120,0.035
77,-0.125,0.035
78,-0.130,0.015
79,-0.145,0.015
80,-0.145,0.025
81,-0.125,0.050
82,-0.125,0.060
83,-0.135,0.035
84,-0.130,0.025
85,-0.145,0.020
86,-0.155,0.030
87,-0.150,0.050
88,-0.135,0.045
89,-0.135,0.030
90,-0.140,0.000
91,-0.160,-0.005
92,-0.165,0.015
93,-0.150,0.045
94,-0.145,0.070
95,-0.135,0.060
96,-0.150,0.050
97,-0.145,0.055
98,-0.150,0.055
99,-0.140,0.075
100,-0.125,0.085
101,-0.120,0.075
102,-0.120,0.070
103,-0.120,0.065
104,-0.115,0.075
105,-0.115,0.080
106,-0.090,0.080
107,-0.070,0.055
108,-0.075,0.020
109,-0.090,0.000
110,-0.090,0.025
111,-0.075,0.020
112,-0.065,0.045
113,-0.075,0.040
114,-0.070,0.020
115,-0.110,-0.005
116,-0.095,-0.005
117,-0.100,0.005
118,-0.085,-0.005
119,-0.080,-0.005
120,-0.095,-0.025
121,-0.125,-0.030
122,-0.140,-0.055
123,-0.125,-0.055
124,-0.130,-0.050
125,-0.125,-0.045
126,-0.150,-0.040
127,-0.155,-0.040
128,-0.165,-0.030
129,-0.145,-0.025
130,-0.150,-0.005
131,-0.145,0.000
132,-0.175,0.005
133,-0.195,0.000
134,-0.205,0.015
135,-0.190,0.040
136,-0.185,0.050
137,-0.185,0.035
138,-0.200,0.010
139,-0.205,0.000
140,-0.220,0.010
141,-0.205,0.040
142,-0.185,0.050
143,-0.195,0.045
144,-0.225,0.025
145,-0.215,0.035
146,-0.230,0.030
147,-0.220,0.050
148,-0.220,0.055
149,-0.220,0.055
150,-0.230,0.030
151,-0.235,0.025
152,-0.245,0.035
153,-0.235,0.045
154,-0.215,0.055
155,-0.225,0.050
156,-0.230,0.045
157,-0.245,0.025
158,-0.250,0.020
159,-0.240,0.040
160,-0.235,0.045
161,-0.215,0.050
162,-0.230,0.040
163,-0.250,0.030
164,-0.240,0.035
165,-0.230,0.025
166,-0.220,0.020
167,-0.215,0.025
168,-0.225,0.015
169,-0.240,0.010
170,-0.245,0.015
171,-0.230,0.035
172,-0.220,0.055
173,-0.205,0.030
174,-0.195,-0.020
175,-0.185,-0.130
176,-0.175,-0.230
177,-0.135,-0.360
178,-0.090,-0.490
179,-0.035,-0.640
180,0.030,-0.780
181,0.110,-0.880
182,0.180,-0.930
183,0.220,-0.925
184,0.220,-0.905
185,0.185,-0.925
186,0.085,-0.940
187,-0.035,-0.925
188,-0.095,-0.900
189,-0.095,-0.845
190,-0.025,-0.795
191,0.085,-0.770
192,0.205,-0.750
193,0.340,-0.730
194,0.480,-0.695
195,0.595,-0.665
196,0.670,-0.640
197,0.680,-0.615
198,0.590,-0.570
199,0.455,-0.525
200,0.335,-0.430
201,0.230,-0.340
202,0.140,-0.275
203,0.035,-0.225
204,-0.090,-0.175
205,-0.200,-0.125
206,-0.300,-0.050
207,-0.390,0.050
208,-0.445,0.115
209,-0.485,0.145
210,-0.510,0.150
211,-0.495,0.155
212,-0.455,0.175
213,-0.425,0.195
214,-0.380,0.205
215,-0.335,0.210
216,-0.330,0.220
217,-0.320,0.215
218,-0.330,0.220
219,-0.310,0.250
220,-0.315,0.260
221,-0.300,0.250
222,-0.310,0.235
223,-0.315,0.230
224,-0.320,0.240
225,-0.290,0.265
226,-0.285,0.270
227,-0.270,0.265
228,-0.275,0.260
229,-0.295,0.260
230,-0.295,0.265
231,-0.285,0.285
232,-0.285,0.300
233,-0.280,0.290
234,-0.275,0.280
235,-0.295,0.275
236,-0.290,0.290
237,-0.275,0.315
238,-0.255,0.340
239,-0.245,0.345
240,-0.230,0.355
241,-0.260,0.335
242,-0.260,0.330
243,-0.250,0.335
244,-0.235,0.330
245,-0.235,0.325
246,-0.235,0.325
247,-0.245,0.330
248,-0.245,0.340
249,-0.220,0.370
250,-0.195,0.385
251,-0.175,0.365
252,-0.180,0.370
253,-0.180,0.365
254,-0.170,0.380
255,-0.155,0.385
256,-0.140,0.395
257,-0.120,0.385
258,-0.125,0.385
259,-0.120,0.385
260,-0.115,0.385
261,-0.100,0.400
262,-0.070,0.400
263,-0.075,0.390
264,-0.045,0.375
265,-0.050,0.345
266,-0.045,0.365
267,-0.005,0.355
268,0.015,0.345
269,0.025,0.320
270,0.030,0.285
271,0.030,0.245
272,0.040,0.225
273,0.060,0.230
274,0.085,0.225
275,0.090,0.200
276,0.080,0.165
277,0.080,0.135
278,0.080,0.125
279,0.110,0.110
280,0.125,0.105
281,0.140,0.085
282,0.130,0.050
283,0.115,0.040
284,0.090,0.040
285,0.090,0.055
286,0.085,0.055
287,0.060,0.060
288,0.030,0.050
289,-0.015,0.055
290,-0.040,0.035
291,-0.060,0.055
292,-0.080,0.070
293,-0.095,0.065
294,-0.115,0.050
295,-0.150,0.035
296,-0.175,0.025
297,-0.175,0.025
298,-0.165,0.050
299,-0.170,0.050
300,-0.185,0.030
301,-0.205,0.025
302,-0.235,0.020
303,-0.220,0.040
304,-0.215,0.065
305,-0.205,0.060
306,-0.220,0.050
307,-0.245,0.035
308,-0.240,0.040
309,-0.230,0.060
310,-0.230,0.045
311,-0.225,0.060
312,-0.245,0.045
313,-0.275,0.030
314,-0.255,0.035
315,-0.245,0.045
316,-0.240,0.070
317,-0.235,0.065
318,-0.235,0.045
319,-0.245,0.045
320,-0.265,0.035
321,-0.250,0.055
322,-0.245,0.065
323,-0.235,0.065
324,-0.245,0.055
325,-0.260,0.050
326,-0.255,0.065
327,-0.240,0.075
328,-0.225,0.090
329,-0.245,0.070
330,-0.240,0.065
331,-0.250,0.065
332,-0.250,0.065
333,-0.260,0.085
334,-0.235,0.100
335,-0.235,0.095
336,-0.235,0.080
337,-0.240,0.080
338,-0.245,0.065
339,-0.255,0.080
340,-0.240,0.090
341,-0.240,0.090
342,-0.240,0.070
343,-0.245,0.055
344,-0.260,0.050
345,-0.235,0.055
346,-0.220,0.070
347,-0.225,0.080
348,-0.245,0.085
349,-0.260,0.075
350,-0.255,0.080
351,-0.230,0.090
352,-0.230,0.075
353,-0.210,0.070
354,-0.230,0.070
355,-0.250,0.055
356,-0.260,0.065
357,-0.255,0.095
358,-0.245,0.090
359,-0.230,0.075
360,-0.235,0.060
361,-0.240,0.055
362,-0.250,0.060
363,-0.245,0.075
364,-0.240,0.085
365,-0.255,0.080
366,-0.255,0.065
367,-0.255,0.065
368,-0.275,0.060
369,-0.260,0.095
370,-0.245,0.095
371,-0.240,0.075
372,-0.260,0.065
373,-0.270,0.050
374,-0.265,0.050
375,-0.265,0.070
376,-0.250,0.085
377,-0.245,0.090
378,-0.260,0.085
379,-0.285,0.080
380,-0.270,0.100
381,-0.255,0.120
382,-0.235,0.135
383,-0.225,0.120
384,-0.225,0.100
385,-0.240,0.095
386,-0.235,0.110
387,-0.220,0.120
388,-0.215,0.130
389,-0.215,0.120
390,-0.230,0.120
391,-0.245,0.100
392,-0.240,0.085
393,-0.220,0.095
394,-0.190,0.100
395,-0.175,0.090
396,-0.195,0.075
397,-0.180,0.045
398,-0.180,0.045
399,-0.170,0.055
400,-0.170,0.060
401,-0.175,0.045
402,-0.200,0.030
403,-0.210,0.005
404,-0.220,-0.005
405,-0.215,0.010
406,-0.215,0.015
407,-0.210,0.025
408,-0.210,0.020
409,-0.230,0.015
410,-0.230,0.025
411,-0.230,0.030
412,-0.220,0.025
413,-0.225,0.005
414,-0.250,-0.005
415,-0.270,0.000
416,-0.280,0.005
417,-0.275,0.035
418,-0.270,0.065
419,-0.265,0.065
420,-0.275,0.070
421,-0.290,0.050
422,-0.310,0.055
423,-0.315,0.060
424,-0.305,0.055
425,-0.285,0.055
426,-0.295,0.055
427,-0.290,0.040
428,-0.290,0.050
429,-0.295,0.065
430,-0.280,0.095
431,-0.285,0.080
432,-0.300,0.060
433,-0.300,0.040
434,-0.315,0.065
435,-0.310,0.075
436,-0.315,0.075
437,-0.325,0.075
438,-0.320,0.050
439,-0.325,0.045
440,-0.335,0.055
441,-0.325,0.070
442,-0.300,0.090
443,-0.300,0.070
444,-0.305,0.065
445,-0.310,0.055
446,-0.330,0.085
447,-0.305,0.110
448,-0.305,0.110
449,-0.290,0.090
450,-0.305,0.065
451,-0.315,0.050
452,-0.310,0.045
453,-0.310,0.065
454,-0.300,0.065
455,-0.285,0.060
456,-0.295,0.040
457,-0.295,0.025
458,-0.300,0.025
459,-0.315,0.045
460,-0.280,0.070
461,-0.255,0.060
462,-0.260,0.035
463,-0.255,-0.030
464,-0.250,-0.110
465,-0.200,-0.200
466,-0.145,-0.285
467,-0.100,-0.420
468,-0.050,-0.535
469,0.015,-0.650
470,0.080,-0.730
471,0.145,-0.775
472,0.210,-0.805
