'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.445,0.260
1,-0.445,0.260
2,-0.445,0.260
3,-0.445,0.260
4,-0.445,0.260
5,-0.445,0.260
6,-0.445,0.260
7,-0.445,0.260
8,-0.450,0.260
9,-0.430,0.250
10,-0.435,0.250
11,-0.405,0.260
12,-0.385,0.270
13,-0.365,0.250
14,-0.355,0.255
15,-0.340,0.235
16,-0.325,0.235
17,-0.305,0.245
18,-0.285,0.265
19,-0.260,0.250
20,-0.245,0.235
21,-0.225,0.225
22,-0.240,0.215
23,-0.225,0.225
24,-0.210,0.230
25,-0.195,0.230
26,-0.190,0.220
27,-0.195,0.205
28,-0.205,0.205
29,-0.205,0.215
30,-0.200,0.215
31,-0.205,0.215
32,-0.210,0.200
33,-0.215,0.190
34,-0.235,0.190
35,-0.235,0.195
36,-0.220,0.200
37,-0.235,0.195
38,-0.240,0.195
39,-0.255,0.185
40,-0.280,0.180
41,-0.275,0.180
42,-0.265,0.195
43,-0.270,0.200
44,-0.270,0.190
45,-0.285,0.175
46,-0.305,0.170
47,-0.305,0.165
48,-0.295,0.185
49,-0.290,0.170
50,-0.300,0.190
51,-0.305,0.180
52,-0.315,0.175
53,-0.310,0.185
54,-0.315,0.200
55,-0.295,0.190
56,-0.300,0.170
57,-0.310,0.175
58,-0.315,0.170
59,-0.315,0.190
60,-0.320,0.195
61,-0.315,0.165
62,-0.305,0.175
63,-0.310,0.150
64,-0.330,0.155
65,-0.325,0.170
66,-0.330,0.180
67,-0.320,0.175
68,-0.320,0.160
69,-0.310,0.145
70,-0.325,0.140
71,-0.330,0.160
72,-0.330,0.175
73,-0.325,0.160
74,-0.325,0.155
75,-0.335,0.145
76,-0.335,0.150
77,-0.330,0.155
78,-0.320,0.170
79,-0.320,0.170
80,-0.335,0.155
81,-0.335,0.140
82,-0.345,0.140
83,-0.340,0.155
84,-0.325,0.160
85,-0.320,0.155
86,-0.325,0.140
87,-0.350,0.140
88,-0.360,0.135
89,-0.350,0.135
90,-0.325,0.155
91,-0.310,0.135
92,-0.325,0.145
93,-0.335,0.135
94,-0.340,0.140
95,-0.340,0.150
96,-0.330,0.150
97,-0.325,0.150
98,-0.335,0.140
99,-0.340,0.130
100,-0.345,0.130
101,-0.330,0.150
102,-0.335,0.155
103,-0.325,0.150
104,-0.325,0.145
105,-0.335,0.130
106,-0.340,0.135
107,-0.325,0.140
108,-0.325,0.145
109,-0.320,0.140
110,-0.325,0.140
111,-0.330,0.140
112,-0.345,0.135
113,-0.325,0.150
114,-0.325,0.170
115,-0.325,0.155
116,-0.320,0.150
117,-0.325,0.135
118,-0.330,0.140
119,-0.335,0.140
120,-0.305,0.175
121,-0.310,0.195
122,-0.295,0.210
123,-0.285,0.210
124,-0.290,0.215
125,-0.245,0.215
126,-0.230,0.225
127,-0.210,0.225
128,-0.230,0.220
129,-0.245,0.220
130,-0.245,0.205
131,-0.225,0.195
132,-0.190,0.185
133,-0.155,0.170
134,-0.145,0.160
135,-0.150,0.160
136,-0.155,0.170
137,-0.150,0.165
138,-0.140,0.180
139,-0.130,0.165
140,-0.120,0.145
141,-0.125,0.135
142,-0.140,0.135
143,-0.145,0.160
144,-0.150,0.165
145,-0.155,0.145
146,-0.150,0.140
147,-0.175,0.125
148,-0.200,0.125
149,-0.240,0.120
150,-0.280,0.120
151,-0.325,0.125
152,-0.360,0.110
153,-0.380,0.100
154,-0.390,0.095
155,-0.380,0.110
156,-0.380,0.125
157,-0.370,0.115
158,-0.380,0.100
159,-0.395,0.095
160,-0.415,0.090
161,-0.395,0.105
162,-0.395,0.105
163,-0.380,0.105
164,-0.370,0.105
165,-0.375,0.110
166,-0.390,0.110
167,-0.385,0.105
168,-0.380,0.125
169,-0.365,0.115
170,-0.375,0.110
171,-0.370,0.095
172,-0.400,0.095
173,-0.385,0.105
174,-0.370,0.110
175,-0.375,0.110
176,-0.370,0.085
177,-0.370,0.085
178,-0.360,0.060
179,-0.355,0.050
180,-0.355,0.060
181,-0.365,0.070
182,-0.370,0.055
183,-0.370,0.030
184,-0.355,0.000
185,-0.300,-0.025
186,-0.210,-0.070
187,-0.085,-0.130
188,0.050,-0.215
189,0.235,-0.310
190,0.400,-0.375
191,0.590,-0.425
192,0.775,-0.415
193,0.915,-0.395
194,1.025,-0.345
195,1.100,-0.305
196,1.160,-0.275
197,1.180,-0.245
198,1.090,-0.200
199,0.960,-0.165
200,0.825,-0.125
201,0.710,-0.095
202,0.575,-0.055
203,0.410,-0.005
204,0.255,0.040
205,0.145,0.040
206,0.095,0.065
207,0.005,0.085
208,-0.105,0.095
209,-0.195,0.125
210,-0.245,0.145
211,-0.285,0.140
212,-0.325,0.155
213,-0.375,0.165
214,-0.430,0.165
215,-0.470,0.195
216,-0.495,0.195
217,-0.505,0.180
218,-0.520,0.170
219,-0.550,0.160
220,-0.560,0.155
221,-0.550,0.170
222,-0.540,0.195
223,-0.520,0.195
224,-0.540,0.190
225,-0.540,0.180
226,-0.550,0.170
227,-0.545,0.175
228,-0.530,0.195
229,-0.515,0.200
230,-0.530,0.190
231,-0.530,0.185
232,-0.535,0.195
233,-0.545,0.200
234,-0.525,0.205
235,-0.515,0.210
236,-0.510,0.205
237,-0.525,0.200
238,-0.535,0.205
239,-0.520,0.205
240,-0.510,0.220
241,-0.505,0.225
242,-0.510,0.215
243,-0.525,0.190
244,-0.535,0.205
245,-0.535,0.205
246,-0.515,0.215
247,-0.510,0.215
248,-0.515,0.225
249,-0.520,0.220
250,-0.530,0.205
251,-0.545,0.220
252,-0.535,0.230
253,-0.525,0.225
254,-0.515,0.220
255,-0.530,0.225
256,-0.535,0.225
257,-0.530,0.250
258,-0.515,0.245
259,-0.520,0.250
260,-0.530,0.235
261,-0.525,0.220
262,-0.515,0.230
263,-0.520,0.240
264,-0.495,0.245
265,-0.480,0.255
266,-0.490,0.240
267,-0.485,0.240
268,-0.495,0.235
269,-0.470,0.250
270,-0.470,0.270
271,-0.450,0.265
272,-0.445,0.265
273,-0.430,0.250
274,-0.435,0.250
275,-0.420,0.260
276,-0.400,0.275
277,-0.375,0.250
278,-0.370,0.245
279,-0.360,0.260
280,-0.350,0.260
281,-0.330,0.270
282,-0.300,0.280
283,-0.260,0.265
284,-0.250,0.255
285,-0.240,0.240
286,-0.235,0.240
287,-0.230,0.235
288,-0.210,0.245
289,-0.205,0.240
290,-0.180,0.230
291,-0.175,0.215
292,-0.185,0.210
293,-0.170,0.215
294,-0.165,0.215
295,-0.160,0.215
296,-0.155,0.215
297,-0.170,0.185
298,-0.170,0.195
299,-0.175,0.205
300,-0.175,0.205
301,-0.185,0.195
302,-0.185,0.185
303,-0.195,0.175
304,-0.200,0.175
305,-0.215,0.180
306,-0.220,0.205
307,-0.215,0.185
308,-0.230,0.195
309,-0.265,0.175
310,-0.280,0.165
311,-0.265,0.170
312,-0.260,0.190
313,-0.265,0.185
314,-0.255,0.180
315,-0.280,0.175
316,-0.310,0.165
317,-0.305,0.190
318,-0.290,0.190
319,-0.285,0.185
320,-0.300,0.180
321,-0.285,0.180
322,-0.290,0.170
323,-0.290,0.185
324,-0.290,0.195
325,-0.295,0.175
326,-0.295,0.165
327,-0.310,0.160
328,-0.310,0.165
329,-0.310,0.170
330,-0.315,0.175
331,-0.315,0.185
332,-0.315,0.180
333,-0.325,0.170
334,-0.330,0.165
335,-0.325,0.160
336,-0.310,0.170
337,-0.315,0.165
338,-0.320,0.155
339,-0.325,0.140
340,-0.360,0.155
341,-0.335,0.165
342,-0.320,0.165
343,-0.310,0.160
344,-0.320,0.150
345,-0.320,0.145
346,-0.330,0.145
347,-0.330,0.145
348,-0.310,0.165
349,-0.290,0.155
350,-0.300,0.150
351,-0.325,0.130
352,-0.330,0.125
353,-0.345,0.130
354,-0.325,0.140
355,-0.320,0.145
356,-0.320,0.130
357,-0.310,0.145
358,-0.315,0.145
359,-0.320,0.155
360,-0.320,0.155
361,-0.315,0.145
362,-0.310,0.130
363,-0.330,0.125
364,-0.340,0.125
365,-0.335,0.140
366,-0.325,0.150
367,-0.320,0.145
368,-0.320,0.135
369,-0.325,0.125
370,-0.345,0.130
371,-0.335,0.130
372,-0.320,0.140
373,-0.320,0.145
374,-0.320,0.145
375,-0.330,0.135
376,-0.360,0.125
377,-0.345,0.140
378,-0.320,0.145
379,-0.320,0.145
380,-0.330,0.135
381,-0.340,0.125
382,-0.355,0.145
383,-0.345,0.145
384,-0.330,0.190
385,-0.305,0.195
386,-0.300,0.195
387,-0.295,0.215
388,-0.305,0.215
389,-0.285,0.230
390,-0.245,0.235
391,-0.225,0.235
392,-0.225,0.230
393,-0.245,0.215
394,-0.260,0.195
395,-0.250,0.200
396,-0.220,0.200
397,-0.205,0.195
398,-0.175,0.195
399,-0.180,0.175
400,-0.175,0.165
401,-0.170,0.165
402,-0.145,0.155
403,-0.120,0.150
404,-0.145,0.145
405,-0.150,0.130
406,-0.165,0.140
407,-0.170,0.150
408,-0.165,0.175
409,-0.170,0.155
410,-0.185,0.150
411,-0.205,0.130
412,-0.240,0.115
413,-0.270,0.125
414,-0.325,0.140
415,-0.360,0.135
416,-0.390,0.130
417,-0.395,0.135
418,-0.405,0.110
419,-0.405,0.130
420,-0.415,0.130
421,-0.410,0.125
422,-0.400,0.115
423,-0.410,0.115
424,-0.420,0.115
425,-0.420,0.130
426,-0.400,0.145
427,-0.395,0.130
428,-0.395,0.120
429,-0.400,0.110
430,-0.390,0.110
431,-0.390,0.130
432,-0.385,0.130
433,-0.380,0.145
434,-0.390,0.125
435,-0.400,0.120
436,-0.395,0.110
437,-0.385,0.130
438,-0.375,0.130
439,-0.370,0.120
440,-0.365,0.105
441,-0.385,0.095
442,-0.390,0.095
443,-0.385,0.110
444,-0.390,0.120
445,-0.390,0.100
446,-0.385,0.080
447,-0.370,0.040
448,-0.330,-0.015
