'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.695,-0.955
1,-0.695,-0.955
2,-0.695,-0.955
3,-0.695,-0.955
4,-0.695,-0.955
5,-0.695,-0.955
6,-0.695,-0.955
7,-0.695,-0.925
8,-0.695,-0.905
9,-0.695,-0.860
10,-0.700,-0.830
11,-0.710,-0.810
12,-0.700,-0.795
13,-0.700,-0.780
14,-0.685,-0.780
15,-0.680,-0.765
16,-0.670,-0.770
17,-0.670,-0.750
18,-0.665,-0.765
19,-0.665,-0.780
20,-0.670,-0.760
21,-0.675,-0.765
22,-0.680,-0.760
23,-0.695,-0.745
24,-0.695,-0.740
25,-0.695,-0.740
26,-0.690,-0.730
27,-0.695,-0.735
28,-0.705,-0.750
29,-0.705,-0.750
30,-0.730,-0.760
31,-0.745,-0.765
32,-0.750,-0.765
33,-0.770,-0.790
34,-0.765,-0.770
35,-0.790,-0.775
36,-0.770,-0.755
37,-0.780,-0.765
38,-0.785,-0.770
39,-0.790,-0.780
40,-0.800,-0.785
41,-0.815,-0.795
42,-0.840,-0.805
43,-0.860,-0.810
44,-0.875,-0.825
45,-0.895,-0.825
46,-0.905,-0.825
47,-0.885,-0.820
48,-0.885,-0.810
49,-0.870,-0.795
50,-0.860,-0.790
51,-0.855,-0.795
52,-0.865,-0.810
53,-0.875,-0.815
54,-0.890,-0.830
55,-0.910,-0.840
56,-0.925,-0.855
57,-0.940,-0.860
58,-0.940,-0.850
59,-0.950,-0.855
60,-0.955,-0.850
61,-0.965,-0.850
62,-0.980,-0.835
63,-0.975,-0.845
64,-0.985,-0.860
65,-1.005,-0.860
66,-1.025,-0.890
67,-1.040,-0.900
68,-1.045,-0.915
69,-1.065,-0.940
70,-1.080,-0.935
71,-1.100,-0.950
72,-1.105,-0.940
73,-1.120,-0.960
74,-1.115,-0.970
75,-1.115,-0.975
76,-1.135,-1.005
77,-1.145,-1.015
78,-1.165,-1.025
79,-1.165,-1.045
80,-1.170,-1.065
81,-1.175,-1.080
82,-1.140,-1.075
83,-1.125,-1.070
84,-1.090,-1.075
85,-1.075,-1.060
86,-1.040,-1.060
87,-1.010,-1.055
88,-1.000,-1.045
89,-0.960,-1.035
90,-0.935,-1.025
91,-0.920,-1.015
92,-0.895,-1.005
93,-0.865,-1.000
94,-0.840,-0.975
95,-0.830,-0.965
96,-0.800,-0.945
97,-0.765,-0.920
98,-0.735,-0.900
99,-0.695,-0.885
100,-0.680,-0.885
101,-0.660,-0.860
102,-0.650,-0.870
103,-0.655,-0.870
104,-0.625,-0.860
105,-0.620,-0.865
106,-0.615,-0.850
107,-0.620,-0.840
108,-0.610,-0.835
109,-0.605,-0.830
110,-0.595,-0.830
111,-0.595,-0.825
112,-0.590,-0.830
113,-0.590,-0.840
114,-0.615,-0.840
115,-0.620,-0.860
116,-0.625,-0.860
117,-0.625,-0.850
118,-0.615,-0.855
119,-0.625,-0.860
120,-0.620,-0.840
121,-0.610,-0.835
122,-0.615,-0.830
123,-0.595,-0.820
124,-0.600,-0.835
125,-0.600,-0.825
126,-0.610,-0.840
127,-0.600,-0.840
128,-0.605,-0.840
129,-0.600,-0.845
130,-0.605,-0.825
131,-0.585,-0.830
132,-0.575,-0.820
133,-0.560,-0.795
134,-0.560,-0.785
135,-0.545,-0.780
136,-0.555,-0.785
137,-0.565,-0.775
138,-0.570,-0.780
139,-0.565,-0.795
140,-0.555,-0.805
141,-0.560,-0.795
142,-0.555,-0.790
143,-0.545,-0.795
144,-0.550,-0.780
145,-0.545,-0.770
146,-0.540,-0.760
147,-0.525,-0.755
148,-0.530,-0.765
149,-0.520,-0.765
150,-0.505,-0.770
151,-0.520,-0.780
152,-0.535,-0.785
153,-0.535,-0.775
154,-0.525,-0.765
155,-0.520,-0.760
156,-0.505,-0.740
157,-0.490,-0.730
158,-0.480,-0.720
159,-0.470,-0.720
160,-0.470,-0.725
161,-0.475,-0.725
162,-0.485,-0.745
163,-0.495,-0.755
164,-0.505,-0.775
165,-0.510,-0.770
166,-0.510,-0.770
167,-0.515,-0.760
168,-0.520,-0.760
169,-0.515,-0.760
170,-0.515,-0.755
171,-0.520,-0.755
172,-0.530,-0.775
173,-0.530,-0.765
174,-0.540,-0.790
175,-0.545,-0.800
176,-0.550,-0.800
177,-0.565,-0.810
178,-0.565,-0.795
179,-0.575,-0.795
180,-0.570,-0.795
181,-0.560,-0.785
182,-0.565,-0.785
183,-0.550,-0.780
184,-0.555,-0.805
185,-0.560,-0.795
186,-0.575,-0.810
187,-0.590,-0.810
188,-0.585,-0.830
189,-0.595,-0.825
190,-0.615,-0.815
191,-0.615,-0.815
192,-0.605,-0.810
193,-0.595,-0.795
194,-0.585,-0.785
195,-0.570,-0.795
196,-0.575,-0.805
197,-0.570,-0.800
198,-0.585,-0.815
199,-0.590,-0.835
200,-0.595,-0.835
201,-0.595,-0.840
202,-0.585,-0.830
203,-0.575,-0.830
204,-0.560,-0.830
205,-0.560,-0.835
206,-0.565,-0.825
207,-0.555,-0.840
208,-0.555,-0.835
209,-0.560,-0.840
210,-0.575,-0.850
211,-0.585,-0.855
212,-0.585,-0.865
213,-0.600,-0.860
214,-0.605,-0.855
215,-0.590,-0.860
216,-0.590,-0.850
217,-0.585,-0.850
218,-0.560,-0.840
219,-0.560,-0.845
220,-0.545,-0.840
221,-0.545,-0.860
222,-0.535,-0.860
223,-0.530,-0.855
224,-0.545,-0.870
225,-0.550,-0.875
226,-0.555,-0.880
227,-0.555,-0.870
228,-0.550,-0.865
229,-0.555,-0.855
230,-0.565,-0.850
231,-0.550,-0.850
232,-0.560,-0.855
233,-0.560,-0.870
234,-0.570,-0.860
235,-0.575,-0.865
236,-0.575,-0.875
237,-0.585,-0.880
238,-0.580,-0.870
239,-0.600,-0.875
240,-0.590,-0.870
241,-0.595,-0.865
242,-0.580,-0.860
243,-0.585,-0.850
244,-0.585,-0.860
245,-0.585,-0.875
246,-0.590,-0.875
247,-0.595,-0.880
248,-0.615,-0.890
249,-0.605,-0.880
250,-0.590,-0.875
251,-0.595,-0.865
252,-0.590,-0.850
253,-0.575,-0.845
254,-0.570,-0.850
255,-0.560,-0.840
256,-0.560,-0.840
257,-0.560,-0.845
258,-0.560,-0.845
259,-0.565,-0.850
260,-0.560,-0.850
261,-0.555,-0.845
262,-0.555,-0.845
263,-0.540,-0.835
264,-0.540,-0.815
265,-0.520,-0.810
266,-0.510,-0.805
267,-0.510,-0.805
268,-0.505,-0.810
269,-0.510,-0.810
270,-0.505,-0.815
271,-0.505,-0.815
272,-0.505,-0.825
273,-0.505,-0.820
274,-0.520,-0.815
275,-0.525,-0.805
276,-0.520,-0.800
277,-0.525,-0.775
278,-0.535,-0.765
279,-0.525,-0.750
280,-0.540,-0.770
281,-0.540,-0.760
282,-0.560,-0.765
283,-0.585,-0.770
284,-0.600,-0.770
285,-0.625,-0.785
286,-0.640,-0.780
287,-0.645,-0.770
288,-0.630,-0.770
289,-0.575,-0.735
290,-0.450,-0.695
291,-0.275,-0.615
292,-0.075,-0.540
293,0.160,-0.450
294,0.410,-0.365
295,0.690,-0.295
296,0.965,-0.230
297,1.215,-0.150
298,1.435,-0.060
299,1.610,0.025
300,1.690,0.145
301,1.695,0.255
302,1.660,0.365
303,1.540,0.375
304,1.305,0.220
305,0.900,-0.125
306,0.370,-0.590
307,-0.175,-1.105
308,-0.585,-1.575
309,-0.800,-1.870
310,-0.860,-1.925
311,-0.820,-1.795
312,-0.745,-1.580
313,-0.675,-1.350
314,-0.630,-1.185
315,-0.620,-1.095
316,-0.640,-1.050
317,-0.680,-1.030
318,-0.710,-1.010
319,-0.730,-1.010
320,-0.740,-0.980
321,-0.730,-0.960
322,-0.730,-0.930
323,-0.725,-0.900
324,-0.715,-0.880
325,-0.710,-0.875
326,-0.720,-0.865
327,-0.705,-0.860
328,-0.710,-0.865
329,-0.705,-0.855
330,-0.720,-0.870
331,-0.720,-0.870
332,-0.745,-0.860
333,-0.740,-0.870
334,-0.755,-0.870
335,-0.760,-0.850
336,-0.750,-0.855
337,-0.760,-0.835
338,-0.765,-0.835
339,-0.760,-0.830
340,-0.775,-0.855
341,-0.780,-0.855
342,-0.805,-0.870
343,-0.805,-0.880
344,-0.815,-0.890
345,-0.820,-0.885
346,-0.810,-0.870
347,-0.820,-0.875
348,-0.825,-0.850
349,-0.810,-0.860
350,-0.810,-0.840
351,-0.800,-0.825
352,-0.785,-0.815
353,-0.790,-0.805
354,-0.795,-0.805
355,-0.800,-0.810
356,-0.810,-0.810
357,-0.820,-0.835
358,-0.830,-0.815
359,-0.840,-0.815
360,-0.840,-0.810
361,-0.850,-0.800
362,-0.850,-0.790
363,-0.855,-0.795
364,-0.865,-0.815
365,-0.875,-0.820
366,-0.880,-0.840
367,-0.890,-0.835
368,-0.890,-0.860
369,-0.905,-0.855
370,-0.910,-0.855
371,-0.915,-0.855
372,-0.910,-0.855
373,-0.920,-0.860
374,-0.915,-0.855
375,-0.925,-0.845
376,-0.940,-0.875
377,-0.950,-0.875
378,-0.975,-0.890
379,-0.995,-0.900
380,-1.020,-0.920
381,-1.020,-0.930
382,-1.035,-0.935
383,-1.030,-0.940
384,-1.040,-0.935
385,-1.055,-0.940
386,-1.065,-0.940
