'sample interval','MLII','V2'
'0.00277778 sec','mV','mV'
0,-0.925,-0.470
1,-0.925,-0.470
2,-0.925,-0.470
3,-0.925,-0.470
4,-0.925,-0.470
5,-0.925,-0.470
6,-0.925,-0.470
7,-0.920,-0.470
8,-0.920,-0.470
9,-0.940,-0.485
10,-0.940,-0.490
11,-0.955,-0.510
12,-0.970,-0.515
13,-0.970,-0.515
14,-0.980,-0.515
15,-0.980,-0.505
16,-0.965,-0.500
17,-0.950,-0.505
18,-0.940,-0.480
19,-0.910,-0.475
20,-0.925,-0.505
21,-0.930,-0.500
22,-0.945,-0.530
23,-0.950,-0.510
24,-0.960,-0.530
25,-0.960,-0.535
26,-0.965,-0.515
27,-0.970,-0.525
28,-0.965,-0.510
29,-0.970,-0.505
30,-0.985,-0.495
31,-0.950,-0.500
32,-0.950,-0.525
33,-0.950,-0.505
34,-0.930,-0.525
35,-0.925,-0.540
36,-0.940,-0.535
37,-0.950,-0.545
38,-0.970,-0.540
39,-0.955,-0.540
40,-0.960,-0.515
41,-0.960,-0.505
42,-0.945,-0.505
43,-0.930,-0.510
44,-0.925,-0.505
45,-0.940,-0.520
46,-0.940,-0.525
47,-0.940,-0.525
48,-0.955,-0.545
49,-0.950,-0.545
50,-0.980,-0.550
51,-0.960,-0.530
52,-0.965,-0.530
53,-0.945,-0.510
54,-0.950,-0.515
55,-0.945,-0.500
56,-0.945,-0.510
57,-0.955,-0.525
58,-0.960,-0.530
59,-0.955,-0.530
60,-0.970,-0.545
61,-0.980,-0.555
62,-0.970,-0.540
63,-0.975,-0.520
64,-0.965,-0.525
65,-0.950,-0.515
66,-0.950,-0.515
67,-0.935,-0.510
68,-0.930,-0.515
69,-0.930,-0.525
70,-0.940,-0.535
71,-0.935,-0.550
72,-0.950,-0.570
73,-0.970,-0.555
74,-0.965,-0.560
75,-0.965,-0.555
76,-0.970,-0.530
77,-0.970,-0.520
78,-0.960,-0.520
79,-0.930,-0.520
80,-0.950,-0.530
81,-0.960,-0.525
82,-0.975,-0.545
83,-0.955,-0.535
84,-0.960,-0.565
85,-0.960,-0.560
86,-0.960,-0.560
87,-0.970,-0.550
88,-0.955,-0.535
89,-0.940,-0.520
90,-0.940,-0.525
91,-0.930,-0.525
92,-0.925,-0.510
93,-0.930,-0.530
94,-0.925,-0.535
95,-0.935,-0.555
96,-0.960,-0.580
97,-0.950,-0.560
98,-0.960,-0.575
99,-0.955,-0.570
100,-0.945,-0.535
101,-0.940,-0.555
102,-0.925,-0.550
103,-0.920,-0.520
104,-0.925,-0.550
105,-0.920,-0.535
106,-0.925,-0.555
107,-0.935,-0.555
108,-0.935,-0.570
109,-0.935,-0.565
110,-0.960,-0.570
111,-0.945,-0.545
112,-0.905,-0.550
113,-0.885,-0.540
114,-0.855,-0.525
115,-0.825,-0.510
116,-0.825,-0.530
117,-0.815,-0.535
118,-0.825,-0.535
119,-0.810,-0.550
120,-0.835,-0.555
121,-0.835,-0.530
122,-0.835,-0.515
123,-0.785,-0.495
124,-0.780,-0.480
125,-0.760,-0.450
126,-0.750,-0.435
127,-0.760,-0.415
128,-0.745,-0.400
129,-0.750,-0.390
130,-0.775,-0.390
131,-0.780,-0.365
132,-0.800,-0.360
133,-0.825,-0.355
134,-0.845,-0.360
135,-0.840,-0.360
136,-0.835,-0.355
137,-0.825,-0.350
138,-0.835,-0.345
139,-0.850,-0.345
140,-0.865,-0.375
141,-0.895,-0.380
142,-0.920,-0.415
143,-0.930,-0.430
144,-0.940,-0.470
145,-0.945,-0.490
146,-0.955,-0.495
147,-0.980,-0.490
148,-0.970,-0.505
149,-0.970,-0.500
150,-0.970,-0.475
151,-0.935,-0.485
152,-0.965,-0.480
153,-0.960,-0.510
154,-0.960,-0.515
155,-0.965,-0.545
156,-0.985,-0.545
157,-0.985,-0.555
158,-0.990,-0.550
159,-0.995,-0.540
160,-0.975,-0.530
161,-0.985,-0.520
162,-0.970,-0.520
163,-0.955,-0.510
164,-0.945,-0.535
165,-0.945,-0.535
166,-0.955,-0.550
167,-0.950,-0.565
168,-0.970,-0.560
169,-0.985,-0.585
170,-0.975,-0.575
171,-0.950,-0.545
172,-0.905,-0.550
173,-0.830,-0.535
174,-0.750,-0.500
175,-0.620,-0.425
176,-0.500,-0.285
177,-0.340,-0.095
178,-0.175,0.120
179,-0.035,0.370
180,0.030,0.625
181,0.010,0.890
182,-0.110,1.085
183,-0.330,1.190
184,-0.580,1.175
185,-0.865,1.005
186,-1.155,0.720
