'sample interval','MLII','V1'
'0.00277778 sec','mV','mV'
0,-0.750,-0.620
1,-0.750,-0.620
2,-0.750,-0.620
3,-0.750,-0.620
4,-0.750,-0.620
5,-0.750,-0.620
6,-0.750,-0.620
7,-0.760,-0.620
8,-0.770,-0.630
9,-0.775,-0.615
10,-0.775,-0.620
11,-0.785,-0.605
12,-0.780,-0.595
13,-0.760,-0.595
14,-0.770,-0.590
15,-0.770,-0.585
16,-0.770,-0.595
17,-0.780,-0.615
18,-0.780,-0.615
19,-0.790,-0.620
20,-0.790,-0.625
21,-0.800,-0.635
22,-0.795,-0.625
23,-0.795,-0.615
24,-0.785,-0.610
25,-0.785,-0.610
26,-0.765,-0.595
27,-0.780,-0.620
28,-0.795,-0.630
29,-0.790,-0.625
30,-0.800,-0.630
31,-0.820,-0.640
32,-0.810,-0.645
33,-0.815,-0.635
34,-0.805,-0.635
35,-0.795,-0.630
36,-0.800,-0.620
37,-0.790,-0.610
38,-0.785,-0.605
39,-0.775,-0.600
40,-0.770,-0.600
41,-0.795,-0.615
42,-0.805,-0.625
43,-0.790,-0.640
44,-0.800,-0.620
45,-0.795,-0.640
46,-0.785,-0.620
47,-0.795,-0.605
48,-0.780,-0.610
49,-0.755,-0.600
50,-0.750,-0.605
51,-0.745,-0.610
52,-0.740,-0.620
53,-0.730,-0.620
54,-0.715,-0.635
55,-0.710,-0.625
56,-0.710,-0.620
57,-0.720,-0.615
58,-0.715,-0.625
59,-0.720,-0.610
60,-0.690,-0.615
61,-0.685,-0.600
62,-0.680,-0.605
63,-0.675,-0.610
64,-0.680,-0.625
65,-0.660,-0.625
66,-0.670,-0.635
67,-0.670,-0.635
68,-0.675,-0.655
69,-0.690,-0.645
70,-0.710,-0.650
71,-0.710,-0.635
72,-0.720,-0.625
73,-0.740,-0.640
74,-0.735,-0.625
75,-0.750,-0.635
76,-0.750,-0.645
77,-0.745,-0.670
78,-0.750,-0.675
79,-0.760,-0.670
80,-0.780,-0.680
81,-0.800,-0.685
82,-0.820,-0.670
83,-0.830,-0.650
84,-0.825,-0.625
85,-0.830,-0.605
86,-0.830,-0.600
87,-0.840,-0.590
88,-0.845,-0.590
89,-0.845,-0.605
90,-0.865,-0.615
91,-0.865,-0.630
92,-0.860,-0.650
93,-0.870,-0.635
94,-0.865,-0.635
95,-0.870,-0.620
96,-0.850,-0.620
97,-0.860,-0.610
98,-0.855,-0.600
99,-0.845,-0.615
100,-0.845,-0.610
101,-0.845,-0.610
102,-0.860,-0.625
103,-0.855,-0.640
104,-0.865,-0.635
105,-0.865,-0.635
106,-0.860,-0.630
107,-0.860,-0.625
108,-0.860,-0.610
109,-0.855,-0.590
110,-0.845,-0.595
111,-0.845,-0.590
112,-0.830,-0.590
113,-0.835,-0.600
114,-0.835,-0.605
115,-0.830,-0.610
116,-0.800,-0.610
117,-0.760,-0.620
118,-0.690,-0.610
119,-0.600,-0.605
120,-0.475,-0.625
121,-0.345,-0.645
122,-0.220,-0.665
123,-0.125,-0.690
124,-0.045,-0.720
125,-0.045,-0.740
126,-0.145,-0.770
127,-0.290,-0.790
128,-0.445,-0.810
129,-0.640,-0.815
130,-0.845,-0.800
131,-1.030,-0.735
132,-1.150,-0.650
133,-1.190,-0.545
134,-1.175,-0.425
135,-1.155,-0.345
136,-1.110,-0.315
137,-1.085,-0.350
138,-1.060,-0.420
139,-1.040,-0.505
140,-1.025,-0.585
141,-1.025,-0.605
142,-1.000,-0.620
143,-0.975,-0.615
144,-0.960,-0.620
145,-0.955,-0.615
146,-0.945,-0.600
147,-0.940,-0.615
148,-0.945,-0.615
149,-0.960,-0.620
150,-0.960,-0.630
151,-0.965,-0.635
152,-0.980,-0.640
153,-0.980,-0.640
154,-0.970,-0.625
155,-0.970,-0.620
156,-0.970,-0.620
157,-0.955,-0.625
158,-0.950,-0.615
159,-0.955,-0.615
160,-0.945,-0.620
161,-0.955,-0.635
162,-0.965,-0.645
163,-0.965,-0.655
164,-0.970,-0.655
165,-0.975,-0.655
166,-0.975,-0.635
167,-0.980,-0.640
168,-0.965,-0.630
169,-0.965,-0.620
170,-0.975,-0.625
171,-0.980,-0.625
172,-0.975,-0.635
173,-0.975,-0.640
174,-0.980,-0.650
175,-0.990,-0.655
176,-0.995,-0.650
177,-1.000,-0.660
178,-1.015,-0.660
179,-1.010,-0.640
180,-1.010,-0.645
181,-1.010,-0.640
182,-0.990,-0.630
183,-0.990,-0.640
184,-0.990,-0.640
185,-1.010,-0.655
186,-1.020,-0.665
187,-1.030,-0.665
188,-1.035,-0.670
189,-1.045,-0.670
190,-1.040,-0.670
191,-1.040,-0.660
192,-1.040,-0.665
193,-1.035,-0.660
194,-1.030,-0.655
195,-1.025,-0.655
196,-1.040,-0.660
197,-1.040,-0.675
198,-1.050,-0.685
199,-1.060,-0.680
200,-1.065,-0.685
201,-1.080,-0.685
202,-1.070,-0.685
203,-1.070,-0.675
204,-1.070,-0.665
205,-1.055,-0.655
206,-1.060,-0.655
207,-1.060,-0.650
208,-1.060,-0.650
209,-1.060,-0.655
210,-1.070,-0.670
211,-1.070,-0.685
212,-1.075,-0.685
213,-1.065,-0.680
214,-1.065,-0.680
215,-1.065,-0.675
216,-1.055,-0.675
217,-1.055,-0.660
218,-1.045,-0.665
219,-1.040,-0.680
220,-1.030,-0.680
221,-1.015,-0.680
222,-1.025,-0.680
223,-1.010,-0.685
224,-1.020,-0.705
225,-1.005,-0.705
226,-1.000,-0.705
227,-0.965,-0.680
228,-0.945,-0.685
229,-0.915,-0.675
230,-0.895,-0.685
231,-0.875,-0.685
232,-0.855,-0.690
233,-0.840,-0.700
234,-0.825,-0.705
235,-0.805,-0.705
236,-0.800,-0.715
237,-0.785,-0.710
238,-0.775,-0.700
239,-0.755,-0.690
240,-0.740,-0.675
241,-0.720,-0.675
242,-0.710,-0.675
243,-0.700,-0.655
244,-0.690,-0.665
245,-0.695,-0.670
246,-0.705,-0.685
247,-0.710,-0.685
248,-0.720,-0.685
249,-0.705,-0.670
250,-0.715,-0.660
251,-0.710,-0.655
252,-0.710,-0.630
253,-0.715,-0.625
254,-0.715,-0.625
255,-0.710,-0.630
256,-0.720,-0.625
257,-0.715,-0.630
258,-0.730,-0.635
259,-0.740,-0.650
260,-0.760,-0.665
261,-0.745,-0.660
262,-0.750,-0.660
263,-0.765,-0.645
264,-0.750,-0.635
265,-0.745,-0.635
266,-0.745,-0.630
267,-0.745,-0.630
268,-0.755,-0.640
269,-0.765,-0.650
270,-0.775,-0.640
271,-0.770,-0.650
272,-0.790,-0.655
273,-0.790,-0.660
274,-0.795,-0.635
275,-0.785,-0.645
276,-0.785,-0.630
277,-0.790,-0.635
278,-0.790,-0.620
279,-0.790,-0.625
280,-0.770,-0.635
281,-0.790,-0.640
282,-0.795,-0.645
